SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1429.10,1435.00,1410.10,1412.70,1412.70,1427.10,567,7446,10570845.00,,INE117A01022,02-Aug-17,,
500003,AEGIS LOGIS ,A ,Q,187.90,190.00,185.70,188.65,188.65,187.80,402,23990,4492698.00,XD,INE208C01025,02-Aug-17,,
500008,AMAR RAJA BA,A ,Q,849.00,851.00,835.00,840.45,840.45,848.60,467,11291,9515440.00,,INE885A01032,02-Aug-17,,
500009,A.SARABHAI  ,XD,Q,8.45,8.65,8.42,8.49,8.49,8.54,40,112197,954518.00,,INE432A01017,02-Aug-17,,
500010,HDFC        ,A ,Q,1774.40,1776.40,1760.00,1766.00,1766.00,1774.40,1289,297065,523856167.00,,INE001A01036,02-Aug-17,,
500012,ANDHRA PETRO,XC,Q,26.45,26.50,26.00,26.05,26.20,26.30,71,22477,588408.00,,INE714B01016,02-Aug-17,,
500013,ANSAL INFRAS,B ,Q,27.50,27.50,26.55,26.75,26.85,26.85,138,30516,817114.00,,INE436A01026,02-Aug-17,,
500014,APPLE FINANC,XT,Q,3.68,3.68,3.51,3.59,3.58,3.51,34,15603,55566.00,,INE096A01010,02-Aug-17,,
500020,BOM DYEING  ,A ,Q,82.40,83.35,81.65,82.05,82.05,82.95,1315,344765,28432557.00,,INE032A01023,02-Aug-17,,
500023,ASIANHOTNR  ,B ,Q,132.05,133.00,132.05,133.00,133.00,135.75,4,250,33131.00,,INE363A01022,02-Aug-17,,
500024,ASSAMCO     ,B ,Q,7.00,7.00,6.75,6.79,6.79,6.91,201,393044,2688940.00,,INE442A01024,02-Aug-17,,
500027,ATUL LTD.   ,A ,Q,2201.50,2201.50,2144.00,2169.80,2165.00,2182.05,519,14870,32015160.00,,INE100A01010,02-Aug-17,,
500028,ATV PROJECTS,XT,Q,7.45,7.50,7.26,7.28,7.28,7.45,21,9566,70010.00,,INE447A01015,02-Aug-17,,
500029,AUTOLITE(I) ,B ,Q,61.00,62.50,60.25,60.50,60.80,60.80,35,4597,281299.00,,INE448A01013,02-Aug-17,,
500031,BAJAJ ELECT.,A ,Q,323.90,333.00,323.25,329.05,329.50,322.50,643,24808,8184273.00,,INE193E01025,02-Aug-17,,
500032,BAJAJHIND   ,B ,Q,15.80,16.40,15.70,15.95,15.95,15.75,2621,2244873,36015163.00,,INE306A01021,02-Aug-17,,
500033,FORCE MOTR  ,B ,Q,3928.50,4122.20,3907.70,4017.60,4017.60,3937.70,8920,93708,379439648.00,,INE451A01017,02-Aug-17,,
500034,BAJFINANCE  ,A ,Q,1724.50,1724.95,1690.00,1706.25,1706.25,1714.40,2760,195782,333983477.00,,INE296A01024,02-Aug-17,,
500038,BALRAM.CHINI,A ,Q,163.00,173.40,162.95,172.20,172.20,162.40,6635,719723,121778603.00,,INE119A01028,02-Aug-17,,
500039,BANCO PROD. ,B ,Q,219.00,220.40,216.00,216.30,216.75,217.70,275,12917,2809223.00,,INE213C01025,02-Aug-17,,
500040,CENTURY TEXT,A ,Q,1177.00,1185.45,1168.00,1172.20,1170.00,1176.35,737,25224,29663208.00,,INE055A01016,02-Aug-17,,
500041,BANNARI AMAN,B ,Q,2099.95,2115.00,2080.00,2108.80,2112.45,2093.95,29,277,581412.00,,INE459A01010,02-Aug-17,,
500042,BASF INDIA  ,B ,Q,1448.70,1449.90,1407.00,1412.85,1412.85,1430.20,441,2521,3587775.00,,INE373A01013,02-Aug-17,,
500043,BATA INDIA  ,A ,Q,588.10,590.80,580.25,583.50,583.50,585.60,1638,64234,37601637.00,,INE176A01028,02-Aug-17,,
500048,BEML LTD    ,A ,Q,1725.00,1725.00,1701.35,1709.70,1707.85,1716.75,1329,28327,48411754.00,,INE258A01016,02-Aug-17,,
500049,BHARAT ELECT,A ,Q,182.10,183.00,180.90,181.90,181.90,180.90,3631,477848,86893149.00,,INE263A01024,02-Aug-17,,
500052,BHANSALI ENG,B ,Q,73.00,73.40,71.10,71.55,71.55,72.75,1836,362982,26194475.00,,INE922A01025,02-Aug-17,,
500055,BHUSH STEEL ,B ,Q,71.60,72.50,69.15,69.85,69.85,71.45,1266,230132,16370867.00,,INE824B01021,02-Aug-17,,
500058,BIHAR SPONGE,XT,Q,1.91,1.91,1.73,1.87,1.81,1.82,27,17940,32271.00,,INE819C01011,02-Aug-17,,
500059,BINANI IND. ,B ,Q,76.90,76.90,75.00,75.05,75.05,75.75,122,17942,1361449.00,,INE071A01013,02-Aug-17,,
500060,BIRLACABLE  ,B ,Q,46.55,46.55,45.25,45.50,45.50,46.35,44,6705,306740.00,,INE800A01015,02-Aug-17,,
500067,BLUE STAR   ,B ,Q,686.40,693.00,670.00,682.85,682.85,684.75,333,3338,2286779.00,,INE472A01039,02-Aug-17,,
500068,DISA INDIA  ,XC,Q,5200.00,5310.00,5200.00,5292.85,5310.00,5168.80,10,28,147735.00,,INE131C01011,02-Aug-17,,
500069,BNK CAPITAL ,XD,Q,77.15,77.20,77.05,77.05,77.05,81.00,4,280,21597.00,,INE418C01012,02-Aug-17,,
500074,BPL LTD.    ,B ,Q,66.80,71.70,66.65,68.50,68.50,65.40,1371,188071,12783066.00,,INE110A01019,02-Aug-17,,
500078,CAMPH.& ALL ,XC,Q,736.00,743.95,736.00,736.25,736.25,740.45,35,881,649104.00,,INE959C01015,02-Aug-17,,
500083,CENTURY EXT ,B ,Q,4.71,4.79,4.63,4.69,4.69,4.73,34,27398,128048.00,,INE281A01026,02-Aug-17,,
500084,CESC LTD.   ,A ,Q,951.90,958.00,945.00,949.50,949.50,946.55,788,18044,17160299.00,,INE486A01013,02-Aug-17,,
500085,CHAMBAL FERT,B ,Q,135.00,144.50,135.00,141.75,141.75,134.80,5346,598775,84872111.00,,INE085A01013,02-Aug-17,,
500086,EXIDE IND.  ,A ,Q,225.35,225.95,220.05,221.55,221.90,223.15,767,89353,19875371.00,,INE302A01020,02-Aug-17,,
500087,CIPLA LTD.  ,A ,Q,562.00,569.00,560.05,565.80,565.80,561.95,699,28561,16120232.00,,INE059A01026,02-Aug-17,,
500089,DIC INDIA   ,B ,Q,535.05,573.00,525.05,528.45,525.05,535.00,57,1115,607642.00,,INE303A01010,02-Aug-17,,
500092,CRISIL LTD  ,A ,Q,1844.05,1845.00,1840.00,1842.55,1845.00,1843.30,184,2191,4036554.00,,INE007A01025,02-Aug-17,,
500093,CGPOWER     ,A ,Q,84.00,84.75,83.45,83.65,83.65,84.20,336,64369,5407513.00,,INE067A01029,02-Aug-17,,
500096,DABUR (I)   ,A ,Q,302.05,304.35,299.00,300.45,300.45,301.90,840,49629,14933585.00,,INE016A01026,02-Aug-17,,
500097,DALMIASUG   ,B ,Q,155.25,167.95,154.20,166.55,166.55,153.95,2131,127426,20886225.00,,INE495A01022,02-Aug-17,,
500101,ARVIND Ltd  ,A ,Q,367.90,369.00,364.00,366.05,366.05,365.55,735,54991,20141276.00,,INE034A01011,02-Aug-17,,
500102,BALARPUR IND,B ,Q,16.65,16.65,16.20,16.25,16.25,16.50,331,237287,3878983.00,,INE294A01037,02-Aug-17,,
500103,BHEL        ,A ,Q,144.50,145.00,140.00,141.35,141.35,144.55,2032,388179,55352863.00,,INE257A01026,02-Aug-17,,
500104,HIND.PETRO  ,A ,Q,387.00,388.00,381.30,384.10,385.90,386.90,4119,198045,75987660.00,,INE094A01015,02-Aug-17,,
500106,IFCI LTD    ,A ,Q,26.85,27.05,26.30,26.50,26.50,26.85,799,456920,12150504.00,,INE039A01010,02-Aug-17,,
500108,MAHA.TELE   ,B ,Q,20.60,21.00,20.50,20.60,20.60,20.50,286,110994,2291525.00,,INE153A01019,02-Aug-17,,
500109,MRPL        ,A ,Q,129.00,129.60,124.40,127.95,127.95,128.95,3172,375514,47573177.00,,INE103A01014,02-Aug-17,,
500110,CHENNAI PET.,A ,Q,411.80,414.00,402.70,406.80,406.80,413.90,2782,113345,46343704.00,,INE178A01016,02-Aug-17,,
500111,REL.CAP.    ,A ,Q,726.00,743.45,721.10,730.65,730.65,723.05,8745,545230,400201478.00,,INE013A01015,02-Aug-17,,
500112,STATE BANK  ,A ,Q,310.20,311.70,305.40,307.65,307.65,308.80,11786,1207423,372963421.00,,INE062A01020,02-Aug-17,,
500113,STEEL AUTH. ,A ,Q,63.00,63.45,62.55,63.15,63.15,63.05,1423,513224,32327530.00,,INE114A01011,02-Aug-17,,
500114,TITAN       ,A ,Q,540.15,557.00,539.35,552.90,552.90,539.25,1809,85261,46721217.00,,INE280A01028,02-Aug-17,,
500116,IDBI BANK L ,A ,Q,59.95,60.45,58.85,59.20,59.20,59.65,1480,561362,33478135.00,,INE008A01015,02-Aug-17,,
500117,DCW LTD.    ,B ,Q,36.45,37.25,36.15,36.35,36.35,36.35,899,287125,10513161.00,,INE500A01029,02-Aug-17,,
500119,DHAMPUR SUGA,B ,Q,239.85,254.00,239.15,250.20,250.20,239.30,4472,357164,88981344.00,,INE041A01016,02-Aug-17,,
500120,DIAMINES&CHM,XD,Q,75.85,75.85,74.05,74.30,74.25,74.95,18,1165,87267.00,,INE591D01014,02-Aug-17,,
500123,ELANTAS     ,B ,Q,1860.00,1860.00,1780.00,1796.55,1800.00,1794.05,171,1622,2927128.00,,INE280B01018,02-Aug-17,,
500124,DR.REDDY'S  ,A ,Q,2430.00,2433.00,2371.70,2379.85,2379.85,2426.75,2495,60877,146161368.00,,INE089A01023,02-Aug-17,,
500125,E.I.D.PAR   ,A ,Q,337.60,344.95,331.25,333.25,333.25,337.40,1102,56871,19270494.00,,INE126A01031,02-Aug-17,,
500126,MERCK LTD   ,B ,Q,1250.05,1253.40,1231.45,1235.95,1233.50,1242.20,244,908,1126675.00,,INE199A01012,02-Aug-17,,
500128,ELEC.CASTING,B ,Q,33.30,33.30,32.10,32.45,32.10,33.30,140,38637,1273155.00,,INE086A01029,02-Aug-17,,
500132,EMPEE SUGARS,XT,Q,5.55,6.04,5.55,6.04,6.04,5.76,20,11702,67962.00,,INE928B01012,02-Aug-17,,
500133,ESAB INDIA  ,B ,Q,752.25,760.95,738.00,742.60,740.00,756.65,47,457,340745.00,,INE284A01012,02-Aug-17,,
500135,ESSEL PROP  ,B ,Q,241.60,242.55,240.10,241.10,241.10,240.10,96,2798,675102.00,,INE255A01020,02-Aug-17,,
500136,ESTER INDUS.,B ,Q,37.40,37.75,36.40,37.15,37.60,37.10,420,25362,942119.00,,INE778B01029,02-Aug-17,,
500139,FEDDERELEC  ,B ,Q,69.25,70.55,69.25,69.55,69.55,70.35,99,12805,894612.00,,INE249C01011,02-Aug-17,,
500141,FERRO ALLOYS,XC,Q,9.47,9.47,9.06,9.15,9.14,9.18,124,82647,759120.00,,INE912A01026,02-Aug-17,,
500143,P.H.CAPITAL ,XD,Q,29.55,29.55,29.55,29.55,29.55,31.10,1,100,2955.00,,INE160F01013,02-Aug-17,,
500144,FINOL. CABLE,A ,Q,480.85,484.50,474.40,481.15,479.10,476.80,229,14843,7104796.00,,INE235A01022,02-Aug-17,,
500147,CMI FPE     ,XC,Q,530.35,545.00,530.35,540.00,540.00,544.65,13,375,202267.00,,INE515A01019,02-Aug-17,,
500148,UFLEX LTD   ,B ,Q,440.20,442.60,433.40,440.00,442.10,438.00,894,56431,24715354.00,,INE516A01017,02-Aug-17,,
500150,FOSECO INDIA,B ,Q,1394.00,1423.00,1360.00,1370.55,1361.00,1390.00,19,791,1098784.00,,INE519A01011,02-Aug-17,,
500153,GANESH BENZO,XC,Q,66.25,66.85,63.00,64.10,64.10,65.75,399,79632,5156774.00,,INE388A01029,02-Aug-17,,
500155,GARDEN SILK ,B ,Q,38.25,38.25,35.15,35.80,35.80,38.80,1173,144902,5352805.00,,INE526A01016,02-Aug-17,,
500159,METROGLOBL  ,XC,Q,72.00,84.00,72.00,82.55,82.55,78.25,81,6654,548123.00,,INE085D01033,02-Aug-17,,
500160,GTL LTD.    ,B ,Q,17.30,17.35,16.75,16.85,16.85,17.25,331,84385,1431179.00,,INE043A01012,02-Aug-17,,
500163,GODFREY PH  ,A ,Q,1121.00,1146.00,1082.85,1093.40,1087.05,1124.85,767,12250,13562188.00,,INE260B01028,02-Aug-17,,
500164,GODREJ IND  ,A ,Q,652.65,657.75,645.00,648.10,648.10,656.00,1241,44962,29117757.00,XD,INE233A01035,02-Aug-17,,
500165,KANSAI NERO ,A ,Q,455.85,460.00,451.10,455.55,455.55,455.65,220,5212,2368262.00,,INE531A01024,02-Aug-17,,
500166,GOODRICKE   ,XC,Q,237.85,237.95,229.15,231.10,230.00,234.45,114,4255,996401.00,,INE300A01016,02-Aug-17,,
500168,GOODYEAR (I),B ,Q,898.00,906.80,885.00,899.25,891.50,887.80,483,12326,11073448.00,,INE533A01012,02-Aug-17,,
500170,GTN INDUS   ,B ,Q,19.70,19.80,19.15,19.30,19.30,20.20,14,1853,36179.00,,INE537A01013,02-Aug-17,,
500171,GHCL LTD    ,A ,Q,233.65,235.55,233.65,235.45,234.75,234.60,488,87851,20675323.00,,INE539A01019,02-Aug-17,,
500173,GUJ.FLOURO  ,B ,Q,773.65,798.00,769.60,790.75,790.75,763.40,685,16740,13168056.00,,INE538A01037,02-Aug-17,,
500174,GUJ.LEASE   ,T ,Q,1.52,1.52,1.52,1.52,1.52,1.59,2,250,380.00,,INE540A01017,02-Aug-17,,
500179,HCL INFOSYS ,A ,Q,48.10,48.65,47.50,47.70,47.70,48.00,710,150927,7233776.00,,INE236A01020,02-Aug-17,,
500180,HDFC BANK   ,A ,Q,1801.30,1808.40,1785.80,1794.65,1794.65,1795.40,1871,49619,89060406.00,,INE040A01026,02-Aug-17,,
500182,HEROMOTOCO  ,A ,Q,3755.10,3838.00,3743.45,3800.35,3800.35,3721.55,3968,68083,258963049.00,,INE158A01026,02-Aug-17,,
500183,HIMACHAL FUT,B ,Q,17.80,17.90,17.20,17.35,17.35,17.65,1646,1765987,30917558.00,,INE548A01028,02-Aug-17,,
500184,HSCL        ,B ,Q,87.25,89.80,84.85,86.10,86.10,86.90,2231,331367,29169193.00,,INE019C01026,02-Aug-17,,
500185,HIND.CONSTN.,A ,Q,40.80,41.15,40.25,40.85,40.85,40.80,1228,581300,23656995.00,,INE549A01026,02-Aug-17,,
500186,HIND.OIL EXP,B ,Q,75.85,76.45,74.85,75.25,75.25,76.30,277,33545,2534412.00,,INE345A01011,02-Aug-17,,
500187,HSIL        ,B ,Q,367.05,371.90,360.00,362.10,362.10,367.65,413,9607,3495809.00,,INE415A01038,02-Aug-17,,
500188,HINDUS.ZI   ,A ,Q,283.00,285.55,282.00,283.80,283.80,282.25,1256,108829,30886509.00,,INE267A01025,02-Aug-17,,
500189,HINDUJA VENT,B ,Q,451.05,452.00,450.00,451.35,452.00,452.05,11,100,45124.00,,INE353A01023,02-Aug-17,,
500191,HMT LTD.    ,Z ,Q,36.40,37.50,36.40,36.60,36.60,37.00,16,1736,63522.00,,INE262A01018,02-Aug-17,,
500193,HOTEL LEELA.,B ,Q,23.65,24.80,23.50,23.65,23.65,23.95,1069,382411,9235047.00,,INE102A01024,02-Aug-17,,
500199,I.G.PETRO   ,B ,Q,457.20,459.25,448.10,452.30,452.30,458.10,270,7600,3452810.00,,INE204A01010,02-Aug-17,,
500201,IND.GLYCOLS ,B ,Q,195.90,196.90,190.00,193.60,193.10,194.15,440,18903,3675207.00,,INE560A01015,02-Aug-17,,
500206,MARGO FIN   ,XT,Q,10.08,10.08,10.08,10.08,10.08,9.60,2,1000,10080.00,,INE680B01019,02-Aug-17,,
500207,INDO RAMA   ,B ,Q,31.90,32.40,31.30,31.45,31.45,30.45,406,69676,2212320.00,,INE156A01020,02-Aug-17,,
500209,INFOSYS LTD ,A ,Q,1005.00,1012.00,988.20,992.45,992.45,1005.00,2565,92537,92445183.00,,INE009A01021,02-Aug-17,,
500210,INGERSOLL   ,B ,Q,880.50,880.50,853.00,856.15,856.15,873.40,119,1886,1631296.00,,INE177A01018,02-Aug-17,,
500211,INSILCO LTD.,XT,Q,25.10,26.90,25.10,26.10,26.40,26.30,33,6130,159960.00,,INE901A01011,02-Aug-17,,
500212,INTEG.FIN.SE,XT,Q,37.85,37.85,37.85,37.85,37.85,38.60,2,110,4163.00,,INE898B01017,02-Aug-17,,
500213,INTER.TRAVEL,XC,Q,235.10,241.55,228.60,230.85,232.00,235.00,96,3888,908326.00,,INE262B01016,02-Aug-17,,
500214,ION EXCHANGE,XT,Q,570.00,570.00,555.00,556.20,565.00,569.40,103,3094,1730487.00,,INE570A01014,02-Aug-17,,
500215,AGRO TECH FO,B ,Q,510.00,516.25,510.00,513.70,514.90,511.25,82,2310,1184045.00,,INE209A01019,02-Aug-17,,
500219,JAIN IRRIG  ,A ,Q,105.90,105.90,104.05,104.60,104.60,105.30,839,237726,24900427.00,,INE175A01038,02-Aug-17,,
500220,JASCH INDUST,XD,Q,67.40,69.95,67.35,68.90,69.00,68.05,16,1737,118014.00,,INE711C01010,02-Aug-17,,
500223,JCT LTD     ,XC,Q,4.57,4.57,4.42,4.52,4.52,4.47,226,199307,893654.00,,INE945A01026,02-Aug-17,,
500227,JINDAL POLYF,B ,Q,392.20,406.80,391.90,400.20,400.20,389.55,1118,32227,12904220.00,,INE197D01010,02-Aug-17,,
500228,JSWSL       ,A ,Q,224.00,224.20,215.20,219.75,219.75,222.95,3829,543997,119039277.00,,INE019A01038,02-Aug-17,,
500231,UMANG DAIR  ,B ,Q,81.00,81.00,79.75,79.75,79.75,79.80,38,1972,158426.00,,INE864B01027,02-Aug-17,,
500233,KAJARIA CER.,A ,Q,675.00,677.55,646.00,657.95,657.95,671.90,318,5549,3653808.00,,INE217B01036,02-Aug-17,,
500234,KAKATIYA CEM,B ,Q,382.05,393.00,349.00,379.10,378.10,381.65,365,8787,3352027.00,,INE437B01014,02-Aug-17,,
500235,KALYANI STEL,B ,Q,449.95,451.95,441.00,442.95,442.95,447.75,352,12175,5410652.00,,INE907A01026,02-Aug-17,,
500238,WHIRLPOOL   ,A ,Q,1165.00,1167.85,1151.00,1155.95,1155.00,1156.65,81,4565,5316906.00,,INE716A01013,02-Aug-17,,
500239,KG DENIM    ,XC,Q,72.10,73.70,71.10,71.25,71.10,72.30,54,11180,805665.00,,INE104A01012,02-Aug-17,,
500240,KINETIC ENG.,XC,Q,87.60,87.80,83.35,83.95,83.95,84.55,76,8401,709198.00,,INE266B01017,02-Aug-17,,
500241,KIRL.BROS.  ,B ,Q,255.00,258.25,253.10,257.15,258.25,253.10,96,2450,629763.00,,INE732A01036,02-Aug-17,,
500243,KIRL INDUS  ,B ,Q,1390.00,1414.00,1351.00,1365.50,1365.50,1384.00,37,709,986938.00,,INE250A01039,02-Aug-17,,
500245,KIRL.FERROUS,B ,Q,92.05,93.00,90.75,91.15,91.15,92.70,346,69935,6432782.00,,INE884B01025,02-Aug-17,,
500247,KOTAK MAH.BK,A ,Q,1015.80,1023.00,1001.50,1010.15,1001.50,1015.60,2636,96555,97929916.00,,INE237A01028,02-Aug-17,,
500249,KSB PUMPS   ,B ,Q,756.90,756.90,736.05,748.60,749.00,752.40,77,1163,868590.00,,INE999A01015,02-Aug-17,,
500250,L.G.BALKRISH,B ,Q,758.00,770.05,755.10,755.95,756.00,753.50,23,178,135027.00,,INE337A01034,02-Aug-17,,
500251,TRENT LTD.  ,A ,Q,273.00,279.50,266.50,276.25,276.25,273.05,3004,82492,22587854.00,,INE849A01020,02-Aug-17,,
500252,LAKSHMI MACH,A ,Q,5901.75,5910.00,5850.00,5857.35,5857.35,5892.30,257,809,4755061.00,,INE269B01029,02-Aug-17,,
500253,LIC HOUS.FIN,A ,Q,696.40,697.40,690.10,692.35,692.35,690.85,1237,59341,41148123.00,,INE115A01026,02-Aug-17,,
500254,UTTAMVALUE  ,B ,Q,0.47,0.50,0.44,0.44,0.44,0.48,300,3355652,1519712.00,,INE292A01023,02-Aug-17,,
500255,LML LTD.    ,B ,Q,11.51,11.70,11.11,11.23,11.25,11.48,190,47993,543903.00,,INE862A01015,02-Aug-17,,
500257,LUPIN LTD.  ,A ,Q,1030.00,1054.60,1021.00,1034.25,1034.25,1018.00,13697,414781,430647026.00,,INE326A01037,02-Aug-17,,
500259,LYKA LABS   ,B ,Q,60.40,61.00,56.00,59.05,58.75,61.20,272,24309,1448444.00,,INE933A01014,02-Aug-17,,
500260,RAMCOCEM    ,A ,Q,685.00,713.00,684.30,699.75,693.50,686.65,866,19559,13711146.00,,INE331A01037,02-Aug-17,,
500264,MAFATLAL IND,XC,Q,283.00,302.90,281.00,289.75,288.00,289.20,75,3004,878988.00,,INE270B01027,02-Aug-17,,
500265,MAH.SEAMLESS,B ,Q,404.85,406.20,400.00,400.15,403.50,404.85,181,6315,2535691.00,,INE271B01025,02-Aug-17,,
500266,MAH.SCOOTER ,B ,Q,2235.00,2265.00,2229.20,2262.40,2259.95,2219.95,83,907,2046962.00,,INE288A01013,02-Aug-17,,
500267,MAJESTIC AUT,XC,Q,108.00,108.10,105.15,106.20,106.50,106.10,24,1394,148035.00,,INE201B01022,02-Aug-17,,
500268,MANALI PETRO,B ,Q,36.00,36.25,35.60,35.90,35.90,36.00,153,41783,1498386.00,,INE201A01024,02-Aug-17,,
500271,MFSL        ,A ,Q,602.70,612.00,598.00,609.60,607.45,599.40,945,29000,17572651.00,,INE180A01020,02-Aug-17,,
500279,MIRC ELECT  ,B ,Q,15.70,16.05,15.25,15.40,15.40,15.70,203,60808,947784.00,,INE831A01028,02-Aug-17,,
500280,CENTURY ENKA,B ,Q,333.00,333.00,315.00,316.60,315.00,331.60,1030,25718,8284779.00,,INE485A01015,02-Aug-17,,
500284,LORDS CHLORO,XT,Q,31.50,31.55,31.45,31.55,31.55,33.05,13,747,23515.00,,INE846D01012,02-Aug-17,,
500285,SPICEJET LTD,B ,Q,123.00,124.40,119.50,121.20,121.20,122.60,7819,2616547,321011283.00,,INE285B01017,02-Aug-17,,
500288,MOREPEN LAB.,B ,Q,18.35,18.40,18.00,18.10,18.10,18.35,215,131520,2395413.00,,INE083A01026,02-Aug-17,,
500290,MRF LTD.    ,A ,Q,69340.90,71068.55,69235.00,70805.05,70805.05,69273.05,1391,1888,133010723.00,,INE883A01011,02-Aug-17,,
500292,HEIDEL CEM  ,B ,Q,129.25,129.25,128.00,128.35,128.00,128.05,100,4916,632056.00,,INE578A01017,02-Aug-17,,
500294,NCC         ,A ,Q,89.00,91.25,87.60,90.25,90.25,88.90,2578,479480,42842864.00,,INE868B01028,02-Aug-17,,
500295,VEDL        ,A ,Q,281.90,282.00,278.10,280.55,280.55,282.00,3113,442017,123733237.00,,INE205A01025,02-Aug-17,,
500296,NAHAR SPG.  ,B ,Q,126.25,126.45,124.10,124.55,124.55,125.00,53,2619,327665.00,,INE290A01027,02-Aug-17,,
500298,NAT.PEROXIDE,XC,Q,1422.00,1460.00,1422.00,1441.00,1439.00,1421.40,140,1414,2039371.00,,INE585A01020,02-Aug-17,,
500300,GRASIM IND. ,A ,Q,1098.50,1108.80,1088.00,1102.85,1102.85,1098.55,1609,36024,39606999.00,,INE047A01021,02-Aug-17,,
500302,PEL         ,A ,Q,2971.05,2985.90,2903.25,2910.10,2910.10,2958.75,1546,12862,37696266.00,,INE140A01024,02-Aug-17,,
500304,NIIT LTD.   ,B ,Q,95.50,96.50,92.85,94.05,94.05,94.45,1634,146959,13939295.00,,INE161A01038,02-Aug-17,,
500306,JAYKAY      ,XD,Q,9.00,9.10,8.74,8.81,8.79,9.00,22,3249,28988.00,,INE903A01025,02-Aug-17,,
500307,NIRLON      ,B ,Q,222.00,224.00,222.00,222.00,222.00,222.00,32,9811,2178140.00,,INE910A01012,02-Aug-17,,
500312,ONGC CORPN  ,A ,Q,168.00,168.00,164.10,165.55,165.55,167.30,2002,320741,53151550.00,,INE213A01029,02-Aug-17,,
500313,OIL COUNTRY ,B ,Q,46.00,46.00,45.00,45.15,45.15,45.85,24,1947,88137.00,,INE591A01010,02-Aug-17,,
500314,ORIENT HOTEL,B ,Q,35.15,36.85,35.15,36.05,36.35,35.90,61,6476,232640.00,,INE750A01020,02-Aug-17,,
500315,ORINTAL BANK,A ,Q,145.40,146.70,143.00,143.95,143.95,145.50,1613,320402,46382912.00,,INE141A01014,02-Aug-17,,
500317,OSWAL AGRO. ,B ,Q,11.56,12.76,11.55,12.48,12.48,11.92,203,71569,879994.00,,INE142A01012,02-Aug-17,,
500319,INDIAN SUCRO,XT,Q,34.55,36.80,34.55,36.00,36.00,36.00,46,5700,205637.00,,INE557C01017,02-Aug-17,,
500322,PANYAM CEMEN,XC,Q,66.25,66.25,64.50,64.65,64.65,66.25,29,2877,187400.00,,INE167E01029,02-Aug-17,,
500325,RELIANCE    ,A ,Q,1608.60,1636.00,1605.00,1629.10,1629.10,1603.55,8329,334548,543868233.00,,INE002A01018,02-Aug-17,,
500327,PILITA      ,B ,Q,13.84,13.86,13.20,13.35,13.50,13.75,67,36415,491258.00,,INE600A01035,02-Aug-17,,
500329,PENTAMED.G  ,XD,Q,0.73,0.74,0.70,0.71,0.72,0.73,74,146574,103983.00,,INE202A01022,02-Aug-17,,
500330,RAYMOND     ,A ,Q,792.55,797.80,774.30,776.70,776.70,789.55,1528,38296,30006562.00,,INE301A01014,02-Aug-17,,
500331,PIDILITE    ,A ,Q,797.15,805.00,790.00,798.95,798.50,795.80,846,23359,18593197.00,,INE318A01026,02-Aug-17,,
500333,PIX TRANS   ,XC,Q,140.10,142.00,138.00,140.25,140.50,140.50,150,15192,2115046.00,,INE751B01018,02-Aug-17,,
500335,BIRLA CORPN.,B ,Q,951.60,951.80,940.00,944.20,940.00,947.55,352,8328,7892514.00,,INE340A01012,02-Aug-17,,
500336,SURYA ROSHNI,B ,Q,283.00,283.00,277.05,279.00,279.00,282.30,193,25469,7131585.00,,INE335A01012,02-Aug-17,,
500337,PRIME SECUR.,B ,Q,41.50,41.75,39.95,40.30,40.25,41.20,103,19271,790154.00,,INE032B01021,02-Aug-17,,
500338,PRISM CEMENT,B ,Q,121.75,123.00,119.00,119.40,119.65,121.40,190,12740,1531230.00,,INE010A01011,02-Aug-17,,
500339,RAIN        ,B ,Q,128.50,130.00,127.30,128.60,128.75,128.45,587,87026,11175814.00,,INE855B01025,02-Aug-17,,
500343,PUDUMJEE    ,B ,Q,22.75,22.75,22.00,22.05,22.15,22.40,25,5884,130705.00,,INE606A01024,02-Aug-17,,
500346,PUN.COMMUNI.,XD,Q,39.00,39.90,39.00,39.90,39.90,38.70,8,632,24693.00,,INE609A01010,02-Aug-17,,
500350,RSWM  LTD   ,B ,Q,391.65,399.00,391.60,396.55,397.50,395.65,50,9296,3676487.00,,INE611A01016,02-Aug-17,,
500354,RAJSH.SUGAR ,B ,Q,54.10,57.25,54.00,55.25,55.25,53.75,186,19287,1085415.00,,INE562B01019,02-Aug-17,,
500355,RALLIS INDIA,A ,Q,238.45,244.70,237.50,243.85,243.85,238.35,501,18116,4374230.00,,INE613A01020,02-Aug-17,,
500356,RAMANEWS    ,B ,Q,23.00,23.40,22.85,23.25,23.00,23.45,31,4990,115702.00,,INE278B01020,02-Aug-17,,
500357,RAMA PAPER  ,XT,Q,10.28,11.35,10.28,11.34,11.34,10.82,26,6220,67831.00,,INE425E01013,02-Aug-17,,
500360,RAPICUT CARB,XD,Q,74.80,74.80,71.75,73.55,73.55,73.65,70,7632,556497.00,,INE350D01015,02-Aug-17,,
500365,RMGALLOY    ,XD,Q,6.03,6.33,5.73,6.33,6.33,6.03,39,20340,128654.00,,INE731F01037,02-Aug-17,,
